工作表,怪物ID,Excel行,物品名,B物品ID,C奖励类型,D金币金额,E公式或原数字,E表示类型,数值候选或公式精确分数,F显示来源,G历史构成,H原槽字段
沃玛卫士1,74,33,降妖除魔戒指,211,物品,,'=1/20,exact_formula,1/20,'=E33,SPB:AUTO_BOOST,dpv2.direct.m74.slot_028
沃玛卫士1,74,34,骷髅头盔,150,物品,,'=1/20,exact_formula,1/20,'=E34,SPB:AUTO_BOOST,dpv2.direct.m74.slot_025
尸王,89,6,金创药(中量) ×3,920044,物品,,'=1/1,exact_formula,1/1,'=E6,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m89.v505_0023 等3个独立槽
尸王,89,7,金币,,金币,12500,'=1/1,exact_formula,1/1,'=E7,SPB:BYPASS_GOLD,dpv2.direct.m89.v505_0001
尸王,89,8,魔法药(中量) ×3,920052,物品,,'=1/1,exact_formula,1/1,'=E8,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m89.v505_0028 等3个独立槽
尸王,89,9,太阳水 ×5,920014,物品,,'=1/2,exact_formula,1/2,'=E9,SPB:BYPASS_COMMON_RECOVERY;精英Boss太阳水分母x2,dpv2.direct.m89.v505_0013 等5个独立槽
尸王,89,10,强效太阳水 ×3,920016,物品,,'=1/2,exact_formula,1/2,'=E10,SPB:BYPASS_COMMON_RECOVERY;精英Boss太阳水分母x2,dpv2.direct.m89.v505_0002 等3个独立槽
尸王,89,11,超级金创药 ×2,920017,物品,,'=1/2,exact_formula,1/2,'=E11,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m89.v505_0026 等2个独立槽
尸王,89,12,超级魔法药 ×2,920042,物品,,'=1/2,exact_formula,1/2,'=E12,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m89.v505_0031 等2个独立槽
尸王,89,13,基本剑术,920012,物品,,'=1/3,exact_formula,1/3,'=E13,SPB:BYPASS_UNCLASSIFIED,dpv2.direct.m89.v505_0079
尸王,89,14,抗拒火环,920020,物品,,'=1/3,exact_formula,1/3,'=E14,SPB:BYPASS_UNCLASSIFIED,dpv2.direct.m89.v505_0076
尸王,89,15,治愈术,920024,物品,,'=1/3,exact_formula,1/3,'=E15,SPB:BYPASS_UNCLASSIFIED,dpv2.direct.m89.v505_0078
尸王,89,16,火球术,920026,物品,,'=1/3,exact_formula,1/3,'=E16,SPB:BYPASS_UNCLASSIFIED,dpv2.direct.m89.v505_0080
尸王,89,17,精神力战法,920035,物品,,'=1/3,exact_formula,1/3,'=E17,SPB:BYPASS_UNCLASSIFIED,dpv2.direct.m89.v505_0077
尸王,89,18,太阳水 ×5,920014,物品,,'=1/4,exact_formula,1/4,'=E18,SPB:BYPASS_COMMON_RECOVERY;精英Boss太阳水分母x2,dpv2.direct.m89.v505_0018 等5个独立槽
尸王,89,19,强效太阳水 ×2,920016,物品,,'=1/4,exact_formula,1/4,'=E19,SPB:BYPASS_COMMON_RECOVERY;精英Boss太阳水分母x2,dpv2.direct.m89.v505_0005 等2个独立槽
尸王,89,20,召唤骷髅,920006,物品,,'=1/5,exact_formula,1/5,'=E20,SPB:BYPASS_UNCLASSIFIED,dpv2.direct.m89.v505_0074
尸王,89,21,地狱火,920010,物品,,'=1/5,exact_formula,1/5,'=E21,SPB:BYPASS_UNCLASSIFIED,dpv2.direct.m89.v505_0072
尸王,89,22,大火球,920013,物品,,'=1/5,exact_formula,1/5,'=E22,SPB:BYPASS_UNCLASSIFIED,dpv2.direct.m89.v505_0073
尸王,89,23,小手镯,175,物品,,'=1/5,exact_formula,1/5,'=E23,SPB:AUTO_BOOST,dpv2.direct.m89.v505_0051
尸王,89,24,施毒术,920022,物品,,'=1/5,exact_formula,1/5,'=E24,SPB:BYPASS_UNCLASSIFIED,dpv2.direct.m89.v505_0068
尸王,89,25,灵魂火符,920027,物品,,'=1/5,exact_formula,1/5,'=E25,SPB:BYPASS_UNCLASSIFIED,dpv2.direct.m89.v505_0069
尸王,89,26,瞬息移动,920031,物品,,'=1/5,exact_formula,1/5,'=E26,SPB:BYPASS_UNCLASSIFIED,dpv2.direct.m89.v505_0075
尸王,89,27,蓝色水晶戒指,202,物品,,'=1/5,exact_formula,1/5,'=E27,SPB:AUTO_BOOST,dpv2.direct.m89.v505_0047
尸王,89,28,诱惑之光,920041,物品,,'=1/5,exact_formula,1/5,'=E28,SPB:BYPASS_UNCLASSIFIED,dpv2.direct.m89.v505_0071
尸王,89,29,道士手镯,185,物品,,'=1/5,exact_formula,1/5,'=E29,SPB:AUTO_BOOST,dpv2.direct.m89.v505_0048
尸王,89,30,隐身术,920046,物品,,'=1/5,exact_formula,1/5,'=E30,SPB:BYPASS_UNCLASSIFIED,dpv2.direct.m89.v505_0067
尸王,89,31,雷电术,920048,物品,,'=1/5,exact_formula,1/5,'=E31,SPB:BYPASS_UNCLASSIFIED,dpv2.direct.m89.v505_0070
尸王,89,32,魔力手镯,186,物品,,'=1/5,exact_formula,1/5,'=E32,SPB:AUTO_BOOST,dpv2.direct.m89.v505_0050
尸王,89,33,黑檀手镯,184,物品,,'=1/5,exact_formula,1/5,'=E33,SPB:AUTO_BOOST,dpv2.direct.m89.v505_0049
尸王,89,34,幽灵盾,920015,物品,,'=1/7,exact_formula,1/7,'=E34,SPB:BYPASS_UNCLASSIFIED,dpv2.direct.m89.v505_0064
尸王,89,35,火墙,920025,物品,,'=1/7,exact_formula,1/7,'=E35,SPB:BYPASS_UNCLASSIFIED,dpv2.direct.m89.v505_0063
尸王,89,36,爆裂火焰,920029,物品,,'=1/7,exact_formula,1/7,'=E36,SPB:BYPASS_UNCLASSIFIED,dpv2.direct.m89.v505_0065
尸王,89,37,集体隐身术,920047,物品,,'=1/7,exact_formula,1/7,'=E37,SPB:BYPASS_UNCLASSIFIED,dpv2.direct.m89.v505_0066
尸王,89,38,凝霜,98,物品,,'=1/10,exact_formula,1/10,'=E38,SPB:AUTO_BOOST,dpv2.direct.m89.v505_0040
尸王,89,39,刺杀剑术,920003,物品,,'=1/12,exact_formula,1/12,'=E39,SPB:BYPASS_UNCLASSIFIED,dpv2.direct.m89.v505_0060
尸王,89,40,珍珠戒指,205,物品,,'=1/10,exact_formula,1/10,'=E40,SPB:AUTO_BOOST,dpv2.direct.m89.v505_0037
尸王,89,41,生铁戒指,201,物品,,'=1/10,exact_formula,1/10,'=E41,SPB:AUTO_BOOST,dpv2.direct.m89.v505_0038
尸王,89,42,疾光电影,920030,物品,,'=1/10,exact_formula,1/10,'=E42,SPB:BYPASS_UNCLASSIFIED,dpv2.direct.m89.v505_0062
尸王,89,43,祈祷手镯,226,物品,,'=1/60,exact_formula,1/60,'=E43,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m89.v505_0045
尸王,89,44,神圣战甲术,920034,物品,,'=1/12,exact_formula,1/12,'=E44,SPB:BYPASS_UNCLASSIFIED,dpv2.direct.m89.v505_0061
尸王,89,45,蓝翡翠项链,165,物品,,'=1/10,exact_formula,1/10,'=E45,SPB:AUTO_BOOST,dpv2.direct.m89.v505_0043
尸王,89,46,蛇眼戒指,204,物品,,'=1/10,exact_formula,1/10,'=E46,SPB:AUTO_BOOST,dpv2.direct.m89.v505_0036
尸王,89,47,记忆手镯,230,物品,,'=1/10,exact_formula,1/10,'=E47,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m89.slot_008
尸王,89,48,道德戒指,209,物品,,'=1/10,exact_formula,1/10,'=E48,SPB:AUTO_BOOST,dpv2.direct.m89.v505_0041
尸王,89,49,骷髅戒指,207,物品,,'=1/10,exact_formula,1/10,'=E49,SPB:AUTO_BOOST,dpv2.direct.m89.v505_0033
尸王,89,50,魅力戒指,208,物品,,'=1/10,exact_formula,1/10,'=E50,SPB:AUTO_BOOST,dpv2.direct.m89.v505_0042
尸王,89,51,黑色水晶戒指,203,物品,,'=1/10,exact_formula,1/10,'=E51,SPB:AUTO_BOOST,dpv2.direct.m89.v505_0035
尸王,89,52,半月弯刀,920004,物品,,'=1/12,exact_formula,1/12,'=E52,SPB:BYPASS_UNCLASSIFIED,dpv2.direct.m89.slot_003
尸王,89,53,困魔咒,920008,物品,,'=1/12,exact_formula,1/12,'=E53,SPB:BYPASS_UNCLASSIFIED,dpv2.direct.m89.slot_002
尸王,89,54,心灵启示,920018,物品,,'=1/12,exact_formula,1/12,'=E54,SPB:BYPASS_UNCLASSIFIED,dpv2.direct.m89.v505_0059
尸王,89,55,死神手套,187,物品,,'=1/10,exact_formula,1/10,'=E55,SPB:AUTO_BOOST,dpv2.direct.m89.v505_0039
尸王,89,56,珊瑚戒指,210,物品,,'=1/10,exact_formula,1/10,'=E56,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m89.v505_0034
尸王,89,57,体力强效神水,910001,物品,,'=1/20,exact_formula,1/20,'=E57,SPB:AUTO_BOOST,dpv2.direct.m89.v505_0011
尸王,89,58,地狱雷光,920011,物品,,'=1/12,exact_formula,1/12,'=E58,SPB:BYPASS_UNCLASSIFIED,dpv2.direct.m89.slot_004
尸王,89,59,攻击神水,910004,物品,,'=1/20,exact_formula,1/20,'=E59,SPB:AUTO_BOOST,dpv2.direct.m89.v505_0007
尸王,89,60,疾风神水,910003,物品,,'=1/20,exact_formula,1/20,'=E60,SPB:AUTO_BOOST,dpv2.direct.m89.v505_0010
尸王,89,61,精神神水,910006,物品,,'=1/20,exact_formula,1/20,'=E61,SPB:AUTO_BOOST,dpv2.direct.m89.v505_0009
尸王,89,62,野蛮冲撞,920043,物品,,'=1/12,exact_formula,1/12,'=E62,SPB:BYPASS_UNCLASSIFIED,dpv2.direct.m89.slot_001
尸王,89,63,魔力强效神水,910002,物品,,'=1/20,exact_formula,1/20,'=E63,SPB:AUTO_BOOST,dpv2.direct.m89.v505_0012
尸王,89,64,魔力神水,910005,物品,,'=1/20,exact_formula,1/20,'=E64,SPB:AUTO_BOOST,dpv2.direct.m89.v505_0008
尸王,89,65,祈祷头盔,224,物品,,'=1/60,exact_formula,1/60,'=E65,SPB:AUTO_BOOST,dpv2.direct.m89.v505_0046
尸王,89,66,群体治疗术,920036,物品,,'=1/12,exact_formula,1/12,'=E66,SPB:BYPASS_UNCLASSIFIED,dpv2.direct.m89.slot_007
尸王,89,67,魔法盾,920051,物品,,'=1/12,exact_formula,1/12,'=E67,SPB:BYPASS_UNCLASSIFIED,dpv2.direct.m89.slot_005
尸王,89,68,圣言术,920009,物品,,'=1/12,exact_formula,1/12,'=E68,SPB:BYPASS_UNCLASSIFIED,dpv2.direct.m89.slot_006
邪恶钳虫,120,6,超级金创药 ×3,920017,物品,,'=1/1,exact_formula,1/1,'=E6,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m120.slot_018 等3个独立槽
邪恶钳虫,120,7,超级魔法药 ×3,920042,物品,,'=1/1,exact_formula,1/1,'=E7,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m120.slot_021 等3个独立槽
邪恶钳虫,120,8,金创药(中量) ×2,920044,物品,,'=1/1,exact_formula,1/1,'=E8,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m120.v505_0032 等2个独立槽
邪恶钳虫,120,9,金币,,金币,17500,'=1/1,exact_formula,1/1,'=E9,SPB:BYPASS_GOLD,dpv2.direct.m120.v505_0001
邪恶钳虫,120,10,魔法药(中量) ×2,920052,物品,,'=1/1,exact_formula,1/1,'=E10,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m120.v505_0037 等2个独立槽
邪恶钳虫,120,11,八荒,89,物品,,'=1/2,exact_formula,1/2,'=E11,SPB:AUTO_BOOST,dpv2.direct.m120.slot_095
邪恶钳虫,120,12,凌风,92,物品,,'=1/2,exact_formula,1/2,'=E12,SPB:AUTO_BOOST,dpv2.direct.m120.slot_105
邪恶钳虫,120,13,凤凰明珠,163,物品,,'=1/2,exact_formula,1/2,'=E13,SPB:AUTO_BOOST,dpv2.direct.m120.v505_0117
邪恶钳虫,120,14,半月,91,物品,,'=1/2,exact_formula,1/2,'=E14,SPB:AUTO_BOOST,dpv2.direct.m120.slot_096
邪恶钳虫,120,15,坚固手套,182,物品,,'=1/2,exact_formula,1/2,'=E15,SPB:AUTO_BOOST,dpv2.direct.m120.slot_102
邪恶钳虫,120,16,太阳水 ×7,920014,物品,,'=1/2,exact_formula,1/2,'=E16,SPB:BYPASS_COMMON_RECOVERY;精英Boss太阳水分母x2,dpv2.direct.m120.v505_0018 等7个独立槽
邪恶钳虫,120,17,强效太阳水 ×5,920016,物品,,'=1/2,exact_formula,1/2,'=E17,SPB:BYPASS_COMMON_RECOVERY;精英Boss太阳水分母x2,dpv2.direct.m120.slot_008 等5个独立槽
邪恶钳虫,120,18,海魂,90,物品,,'=1/2,exact_formula,1/2,'=E18,SPB:AUTO_BOOST,dpv2.direct.m120.slot_097
邪恶钳虫,120,19,灯笼项链,164,物品,,'=1/2,exact_formula,1/2,'=E19,SPB:AUTO_BOOST,dpv2.direct.m120.slot_104
邪恶钳虫,120,20,琥珀项链,162,物品,,'=1/2,exact_formula,1/2,'=E20,SPB:AUTO_BOOST,dpv2.direct.m120.slot_100
邪恶钳虫,120,21,蓝色水晶戒指,202,物品,,'=1/2,exact_formula,1/2,'=E21,SPB:AUTO_BOOST,dpv2.direct.m120.slot_098
邪恶钳虫,120,22,超级金创药 ×5,920017,物品,,'=1/2,exact_formula,1/2,'=E22,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m120.slot_024 等5个独立槽
邪恶钳虫,120,23,超级魔法药 ×5,920042,物品,,'=1/2,exact_formula,1/2,'=E23,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m120.slot_029 等5个独立槽
邪恶钳虫,120,24,魔法手镯,183,物品,,'=1/30,exact_formula,1/30,'=E24,SPB:AUTO_BOOST,dpv2.direct.m120.v505_0119
邪恶钳虫,120,25,魔鬼项链,161,物品,,'=1/30,exact_formula,1/30,'=E25,SPB:AUTO_BOOST,dpv2.direct.m120.slot_099
邪恶钳虫,120,26,偃月,95,物品,,'=1/30,exact_formula,1/30,'=E26,SPB:AUTO_BOOST,dpv2.direct.m120.slot_089
邪恶钳虫,120,27,小手镯,175,物品,,'=1/30,exact_formula,1/30,'=E27,SPB:AUTO_BOOST,dpv2.direct.m120.slot_094
邪恶钳虫,120,28,斩马刀,94,物品,,'=1/30,exact_formula,1/30,'=E28,SPB:AUTO_BOOST,dpv2.direct.m120.slot_087
邪恶钳虫,120,29,珍珠戒指,205,物品,,'=1/30,exact_formula,1/30,'=E29,SPB:AUTO_BOOST,dpv2.direct.m120.slot_085
邪恶钳虫,120,30,生铁戒指,201,物品,,'=1/30,exact_formula,1/30,'=E30,SPB:AUTO_BOOST,dpv2.direct.m120.slot_090
邪恶钳虫,120,31,白色虎齿项链,159,物品,,'=1/30,exact_formula,1/30,'=E31,SPB:AUTO_BOOST,dpv2.direct.m120.slot_091
邪恶钳虫,120,32,白金项链,155,物品,,'=1/30,exact_formula,1/30,'=E32,SPB:AUTO_BOOST,dpv2.direct.m120.slot_092
邪恶钳虫,120,33,破魂,93,物品,,'=1/30,exact_formula,1/30,'=E33,SPB:AUTO_BOOST,dpv2.direct.m120.slot_086
邪恶钳虫,120,34,蛇眼戒指,204,物品,,'=1/30,exact_formula,1/30,'=E34,SPB:AUTO_BOOST,dpv2.direct.m120.slot_084
邪恶钳虫,120,35,道士手镯,185,物品,,'=1/30,exact_formula,1/30,'=E35,SPB:AUTO_BOOST,dpv2.direct.m120.slot_080
邪恶钳虫,120,36,降魔,96,物品,,'=1/30,exact_formula,1/30,'=E36,SPB:AUTO_BOOST,dpv2.direct.m120.slot_082
邪恶钳虫,120,37,骷髅戒指,207,物品,,'=1/30,exact_formula,1/30,'=E37,SPB:AUTO_BOOST,dpv2.direct.m120.slot_093
邪恶钳虫,120,38,魔力手镯,186,物品,,'=1/30,exact_formula,1/30,'=E38,SPB:AUTO_BOOST,dpv2.direct.m120.slot_103
邪恶钳虫,120,39,魔法头盔,148,物品,,'=1/30,exact_formula,1/30,'=E39,SPB:AUTO_BOOST,dpv2.direct.m120.slot_088
邪恶钳虫,120,40,黑檀手镯,184,物品,,'=1/30,exact_formula,1/30,'=E40,SPB:AUTO_BOOST,dpv2.direct.m120.slot_081
邪恶钳虫,120,41,黑色水晶戒指,203,物品,,'=1/30,exact_formula,1/30,'=E41,SPB:AUTO_BOOST,dpv2.direct.m120.slot_083
邪恶钳虫,120,42,太阳水 ×7,920014,物品,,'=1/4,exact_formula,1/4,'=E42,SPB:BYPASS_COMMON_RECOVERY;精英Boss太阳水分母x2,dpv2.direct.m120.v505_0025 等7个独立槽
邪恶钳虫,120,43,强效太阳水 ×5,920016,物品,,'=1/4,exact_formula,1/4,'=E43,SPB:BYPASS_COMMON_RECOVERY;精英Boss太阳水分母x2,dpv2.direct.m120.slot_013 等5个独立槽
邪恶钳虫,120,44,祈祷之刃,223,物品,,'=1/60,exact_formula,1/60,'=E44,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m120.slot_036
邪恶钳虫,120,45,祈祷戒指,227,物品,,'=1/60,exact_formula,1/60,'=E45,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m120.slot_034
邪恶钳虫,120,46,祈祷手镯,226,物品,,'=1/60,exact_formula,1/60,'=E46,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m120.v505_0053
邪恶钳虫,120,47,祈祷项链,225,物品,,'=1/60,exact_formula,1/60,'=E47,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m120.v505_0054
邪恶钳虫,120,48,虹魔戒指,247,物品,,'=1/60,exact_formula,1/60,'=E48,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m120.slot_047
邪恶钳虫,120,49,虹魔手镯,248,物品,,'=1/60,exact_formula,1/60,'=E49,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m120.v505_0070
邪恶钳虫,120,50,虹魔项链,249,物品,,'=1/60,exact_formula,1/60,'=E50,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m120.slot_048
邪恶钳虫,120,51,魔血戒指,244,物品,,'=1/60,exact_formula,1/60,'=E51,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m120.v505_0066
邪恶钳虫,120,52,魔血手镯,245,物品,,'=1/60,exact_formula,1/60,'=E52,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m120.slot_045
邪恶钳虫,120,53,魔血项链,246,物品,,'=1/60,exact_formula,1/60,'=E53,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m120.slot_046
邪恶钳虫,120,54,天珠项链,170,物品,,'=1/30,exact_formula,1/30,'=E54,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m120.slot_037
邪恶钳虫,120,55,幽灵项链,168,物品,,'=1/30,exact_formula,1/30,'=E55,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m120.slot_042
邪恶钳虫,120,56,炼狱,99,物品,,'=1/30,exact_formula,1/30,'=E56,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m120.slot_059
邪恶钳虫,120,57,生命项链,169,物品,,'=1/30,exact_formula,1/30,'=E57,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m120.slot_041
邪恶钳虫,120,58,记忆头盔,228,物品,,'=1/60,exact_formula,1/60,'=E58,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m120.slot_043
邪恶钳虫,120,59,银蛇,101,物品,,'=1/30,exact_formula,1/30,'=E59,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m120.slot_057
邪恶钳虫,120,60,魔杖,100,物品,,'=1/30,exact_formula,1/30,'=E60,SPB:AUTO_BOOST;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m120.slot_058
邪恶钳虫,120,61,体力强效神水,910001,物品,,'=1/20,exact_formula,1/20,'=E61,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m120.slot_006
邪恶钳虫,120,62,修罗,97,物品,,'=1/20,exact_formula,1/20,'=E62,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m120.slot_068
邪恶钳虫,120,63,凝霜,98,物品,,'=1/20,exact_formula,1/20,'=E63,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m120.slot_063
邪恶钳虫,120,64,半月弯刀,920004,物品,,'=1/20,exact_formula,1/20,'=E64,SPB:BYPASS_UNCLASSIFIED,dpv2.direct.m120.slot_053
邪恶钳虫,120,65,困魔咒,920008,物品,,'=1/20,exact_formula,1/20,'=E65,SPB:BYPASS_UNCLASSIFIED,dpv2.direct.m120.slot_049
邪恶钳虫,120,66,攻击神水,910004,物品,,'=1/20,exact_formula,1/20,'=E66,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m120.slot_002
邪恶钳虫,120,67,放大镜,166,物品,,'=1/20,exact_formula,1/20,'=E67,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m120.slot_060
邪恶钳虫,120,68,死神手套,187,物品,,'=1/20,exact_formula,1/20,'=E68,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m120.slot_067
邪恶钳虫,120,69,灵魂战衣(男),127,物品,,'=1/20,exact_formula,1/20,'=E69,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m120.slot_071
邪恶钳虫,120,71,珊瑚戒指,210,物品,,'=1/20,exact_formula,1/20,'=E71,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m120.slot_064
邪恶钳虫,120,72,疾风神水,910003,物品,,'=1/20,exact_formula,1/20,'=E72,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m120.v505_0005
邪恶钳虫,120,73,竹笛,167,物品,,'=1/20,exact_formula,1/20,'=E73,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m120.slot_061
邪恶钳虫,120,74,精神神水,910006,物品,,'=1/20,exact_formula,1/20,'=E74,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m120.slot_004
邪恶钳虫,120,75,蓝翡翠项链,165,物品,,'=1/20,exact_formula,1/20,'=E75,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m120.slot_076
邪恶钳虫,120,76,道士头盔,149,物品,,'=1/20,exact_formula,1/20,'=E76,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m120.slot_062
邪恶钳虫,120,77,道德戒指,209,物品,,'=1/20,exact_formula,1/20,'=E77,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m120.slot_078
邪恶钳虫,120,78,重盔甲(男),122,物品,,'=1/20,exact_formula,1/20,'=E78,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m120.slot_069
邪恶钳虫,120,80,野蛮冲撞,920043,物品,,'=1/20,exact_formula,1/20,'=E80,SPB:BYPASS_UNCLASSIFIED,dpv2.direct.m120.slot_055
邪恶钳虫,120,81,金戒指,206,物品,,'=1/20,exact_formula,1/20,'=E81,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m120.slot_075
邪恶钳虫,120,82,金手镯,188,物品,,'=1/20,exact_formula,1/20,'=E82,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m120.slot_077
邪恶钳虫,120,83,降妖除魔戒指,211,物品,,'=1/20,exact_formula,1/20,'=E83,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m120.slot_065
邪恶钳虫,120,84,骷髅头盔,150,物品,,'=1/20,exact_formula,1/20,'=E84,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m120.slot_066
邪恶钳虫,120,85,魅力戒指,208,物品,,'=1/20,exact_formula,1/20,'=E85,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m120.slot_079
邪恶钳虫,120,86,魔力强效神水,910002,物品,,'=1/20,exact_formula,1/20,'=E86,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m120.slot_007
邪恶钳虫,120,87,魔力神水,910005,物品,,'=1/20,exact_formula,1/20,'=E87,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m120.slot_003
邪恶钳虫,120,88,魔法长袍(男),124,物品,,'=1/20,exact_formula,1/20,'=E88,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m120.slot_073
邪恶钳虫,120,90,地狱雷光,920011,物品,,'=1/24,exact_formula,1/24,'=E90,SPB:BYPASS_UNCLASSIFIED,dpv2.direct.m120.slot_052
邪恶钳虫,120,91,祈祷头盔,224,物品,,'=1/60,exact_formula,1/60,'=E91,SPB:AUTO_BOOST,dpv2.direct.m120.slot_035
邪恶钳虫,120,92,魔法盾,920051,物品,,'=1/36,exact_formula,1/36,'=E92,SPB:BYPASS_UNCLASSIFIED,dpv2.direct.m120.slot_054
白野猪,135,6,超级金创药 ×3,920017,物品,,'=1/1,exact_formula,1/1,'=E6,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m135.slot_015 等3个独立槽
白野猪,135,7,超级魔法药 ×3,920042,物品,,'=1/1,exact_formula,1/1,'=E7,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m135.slot_021 等3个独立槽
白野猪,135,8,金创药(中量) ×3,920044,物品,,'=1/1,exact_formula,1/1,'=E8,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m135.slot_012 等3个独立槽
白野猪,135,9,金币,,金币,25000,'=1/1,exact_formula,1/1,'=E9,SPB:BYPASS_GOLD,dpv2.direct.m135.slot_001
白野猪,135,10,魔法药(中量) ×3,920052,物品,,'=1/1,exact_formula,1/1,'=E10,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m135.slot_018 等3个独立槽
白野猪,135,11,太阳水 ×5,920014,物品,,'=1/2,exact_formula,1/2,'=E11,SPB:BYPASS_COMMON_RECOVERY;精英Boss太阳水分母x2,dpv2.direct.m135.slot_007 等5个独立槽
白野猪,135,12,强效太阳水 ×5,920016,物品,,'=1/2,exact_formula,1/2,'=E12,SPB:BYPASS_COMMON_RECOVERY;精英Boss太阳水分母x2,dpv2.direct.m135.slot_002 等5个独立槽
白野猪,135,13,超级金创药 ×6,920017,物品,,'=1/2,exact_formula,1/2,'=E13,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m135.slot_034 等6个独立槽
白野猪,135,14,超级魔法药 ×6,920042,物品,,'=1/2,exact_formula,1/2,'=E14,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m135.slot_040 等6个独立槽
白野猪,135,15,偃月,95,物品,,'=1/3,exact_formula,1/3,'=E15,SPB:AUTO_BOOST,dpv2.direct.m135.slot_055
